Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1986,04/01/2014,N
PF0402,49016.52,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,04/01/2014,N
PF0402,50487.02,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,04/01/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,04/01/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1992,04/01/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,04/01/2014,N
PF0402,49016.52,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,04/01/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1969,04/01/2014,N
PF0402,49016.52,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,04/01/2014,N
MAC01A,25544.82,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1969,03/31/2014,N
OR0600,63676.53,06862,Planner 2,Planning Commission,Full Time,002,Professionals,F,02,Black,1980,03/31/2014,Y
TG0703,36453.28,10849,Maintenance & Repair Worker Se,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1960,04/07/2014,N
TG0504,33919.48,10848,Maintenance & Repair Worker,Public Works,Full Time,008,Service Maintenance,M,02,Black,1963,03/31/2014,N
ST1003,49582.12,10836,Engineer Technician Senior,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1960,03/29/2014,N
OR0100,41795.57,10464,Water Quality Analyst 1,Water Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1988,03/29/2014,N
TG0802,36907.46,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1968,03/31/2014,N
OR0600,65314,04702,Plans Examiner 2,Codes Administration,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1950,03/31/2014,Y
ST0810,50166.7,06866,Planning Tech 2,Planning Commission,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1975,03/31/2014,N
ST0903,44888.34,06034,Program Coord,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1989,03/31/2014,Y
ST0601,32449.91,10122,Office Support Rep 3,General Sessions Court,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1982,03/31/2014,N
ST0601,32449.91,10122,Office Support Rep 3,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1978,03/31/2014,N
ST0501,29756.57,07767,Circulation Asst 2,Public Library,Full Time,006,Administrative Support,F,02,Black,1968,03/31/2014,N
ST0701,35387.03,02870,Legal Secretary 1,District Attorney,Full Time,006,Administrative Support,F,02,Black,1979,04/07/2014,N
ST0501,29756.57,07363,Police Operations Asst 2,Police,Full Time,006,Administrative Support,F,02,Black,1990,04/16/2014,N
ST0902,43485.61,07241,Admin Asst,General Sessions Court,Full Time,006,Administrative Support,M,02,Black,1990,03/31/2014,N
OR0200,43485.61,10853,Social Worker,Public Defender,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1990,03/27/2014,N
OR0600,63676.53,06862,Planner 2,Planning Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,04/14/2014,Y
CA0400,40040,10664,Admin Asst/Oper-Conv Center,Convention Center Authority,Full Time,006,Administrative Support,F,02,Black,1974,04/14/2014,N
ST0501,29756.57,10755,Call Center Operator-DCSO,Sheriff,Full Time,006,Administrative Support,F,02,Black,1970,04/21/2014,N
ST0701,35387.03,10614,Security Officer 2,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1990,04/21/2014,N
TG0501,29999.25,10832,Custodian,Parks,Full Time,008,Service Maintenance,M,02,Black,1994,04/18/2014,N
TG0501,29999.25,10832,Custodian,Public Library,Full Time,008,Service Maintenance,M,02,Black,1956,11/10/2014,N
ST0701,26540.28,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1978,04/11/2014,N
TG0501,29999.25,10848,Maintenance & Repair Worker,Parks,Full Time,008,Service Maintenance,M,02,Black,1989,04/21/2014,N
ST0903,44888.34,00451,Golf Course Asst Mgr,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1962,04/18/2014,Y
TG0803,38413.39,06613,Radio Tech 1,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1983,04/14/2014,N
NS,10612.93,09020,Seasonal/Part-time/Temporary,Assessor of Property,Part Time,008,Service Maintenance,F,02,Black,1941,04/21/2014,N
CA0600,46342.4,10732,Engineering Tech 2-MCC,Convention Center Authority,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1985,04/28/2014,N
ST0804,42448.91,10124,Office Support Spec 2,Election Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,04/28/2014,N
SP0100,9836.19,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1953,08/03/2015,N
OR0100,39262.79,07243,Admin Svcs Officer 2,Police,Full Time,002,Professionals,F,02,Black,1967,05/01/2014,N
OR0500,59664.7,10878,Procurement Officer 3,Finance,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1987,05/05/2014,Y
OR0500,62352.51,10878,Procurement Officer 3,Finance,Full Time,002,Professionals,M,02,Black,1975,05/05/2014,Y
ST0602,33531.54,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1957,04/28/2014,N
RS1001,12262.85,09105,Seasonal Worker 3,Parks,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1995,04/25/2014,N
RP0601,6274.94,09101,Part Time Worker 2,Parks,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1951,05/02/2014,N
ET0301,42082.88,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1983,05/05/2014,N
ET0301,42082.88,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1992,05/05/2014,N
ET0202,36566.57,10408,Emer Telecommunications Off 2,Emergency Communication Center,Full Time,006,Administrative Support,M,02,Black,1982,05/05/2014,N
ET0301,42082.88,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1990,05/05/2014,N
OR0100,42144.49,02730,Human Resources Analyst 1,Human Resources,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1972,05/12/2014,N
RS0401,8320,09104,Seasonal Worker 2,Parks,Seasonal,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1997,05/17/2014,N
RS0401,8320,09104,Seasonal Worker 2,Parks,Seasonal,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1997,05/17/2014,N
RS0401,8320,09104,Seasonal Worker 2,Parks,Seasonal,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1999,05/17/2014,N
TG0502,31313.97,10848,Maintenance & Repair Worker,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1972,05/15/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,05/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,05/16/2014,N
OR0500,68304.61,10722,Crime Lab Forensic Scientist 3,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1985,05/16/2014,Y
TG0802,36907.46,10838,Equipment Operator Senior,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1965,05/12/2014,N
TG1101,40803.77,06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,F,04,Asian or Pacific Islander,1973,05/10/2014,N
OR0700,78494.62,07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,05/10/2014,Y
OR0700,78348.61,07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1980,05/10/2014,Y
OR0500,68102.74,07783,Info Systems App Analyst 3,Information Technology Service,Full Time,002,Professionals,F,02,Black,1987,05/19/2014,Y
ST0404,30015.39,02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1977,05/12/2014,N
ST0701,35387.03,07768,Circulation Supv,Public Library,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1972,05/12/2014,N
OR0700,75698.57,07234,Information Systems Advisor 1,Information Technology Service,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1964,05/10/2014,Y
OR0700,77782.57,07295,Engineer 2,Water Services,Full Time,002,Professionals,F,02,Black,1974,05/10/2014,Y
PF0402,49016.52,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,06/01/2014,N
PF0402,50487.02,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,06/01/2014,N
ST0903,44888.34,06868,Plumbing Inspector 1,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1953,05/26/2014,N
OR0500,73114.1,07377,Program Mgr 2,Public Defender,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1980,05/27/2014,Y
CA0600,45427.2,10675,Set Up Staff Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1968,06/02/2014,N
TG0502,31313.97,10848,Maintenance & Repair Worker,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1996,05/27/2014,N
RS1001,9016.8,09105,Seasonal Worker 3,Parks,Seasonal,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1993,05/30/2014,N
RS0401,8320,09104,Seasonal Worker 2,Parks,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1996,05/30/2014,N
RS1101,10400,10894,Seasonal Worker 6,Parks,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1999,05/23/2014,N
RS1101,10400,10894,Seasonal Worker 6,Parks,Seasonal,008,Service Maintenance,M,03,Hispanic,1998,05/23/2014,N
RS1101,10400,10894,Seasonal Worker 6,Parks,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1991,05/30/2014,N
ST0701,16985.78,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1947,05/30/2014,N
ST0701,26540.28,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1988,05/30/2014,N
ST0702,27424.8,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,02,Black,1988,05/23/2014,N
ST0702,17551.87,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,02,Black,1988,05/23/2014,N
OR0600,63676.53,10864,Assistant Public Defender 1,Public Defender,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1987,06/02/2014,Y
OR0600,64912.96,10864,Assistant Public Defender 1,Public Defender,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1988,06/02/2014,Y
NS,2930.55,09020,Seasonal/Part-time/Temporary,Trustee,Seasonal,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1997,06/09/2014,N
SP0100,9836.19,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1955,08/04/2014,N
TG0502,31313.97,10848,Maintenance & Repair Worker,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1994,06/16/2014,N
ST0702,16454.88,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,03,Hispanic,1996,06/11/2014,N
,0,09020,Seasonal/Part-time/Temporary,Parks,Part Time,005,Para-Professional,F,02,Black,1995,06/07/2014,N
ST0702,17551.87,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1995,06/06/2014,N
ST0701,16982.78,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1998,06/12/2014,N
ST0901,42082.88,02890,Librarian 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1966,06/09/2014,Y
OR0700,77782.57,07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1977,06/07/2014,Y
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,06/16/2014,N
PF0402,49016.52,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,03,Hispanic,1984,06/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,06/16/2014,N
ST0702,17551.87,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1985,06/13/2014,N
CA0100,25417.6,10672,Housekeeping-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1957,06/16/2014,N
NS,30130,10314,Case Officer 1,State Trial Courts,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1984,06/16/2014,Y
MAC09B,41841.28,10240,HR Analyst 1,Metro Action Commission,Full Time,005,Para-Professional,F,02,Black,1976,06/23/2014,N
CO0301,42082.88,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,07/01/2014,N
CO0301,42082.88,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,07/01/2014,N
CO0301,42082.88,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,07/01/2014,N
CO0201,38590,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1990,07/01/2014,N
ST0703,37746.11,10614,Security Officer 2,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1987,07/01/2014,N
PF0401,47435.77,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,07/16/2015,N
CO0201,38590,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1983,07/01/2014,N
ST0703,37746.11,10614,Security Officer 2,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1990,07/01/2014,N
ST0605,36776.46,10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1966,07/01/2014,N
ST0806,45021.5,05740,Veteran's Services Officer,Human Resources,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1975,06/23/2014,N
ST0603,34613.18,10122,Office Support Rep 3,General Sessions Court,Full Time,006,Administrative Support,F,03,Hispanic,1982,06/26/2014,N
ST0701,16985.78,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1995,06/25/2014,N
ST0701,16985.78,06880,Recreation Leader,Parks,Part Time,002,Professionals,M,02,Black,1995,06/25/2014,N
OR0700,72230.99,10717,Crime Lab IT Manager,Police,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1985,07/01/2014,Y
NS,35012.76,06505,Deputy Criminal Ct Clerk 4,Criminal Court Clerk,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1965,06/30/2014,N
ST1004,51131.31,07380,Program Spec 3,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1983,06/30/2014,N
OR0500,65969.02,10477,Information Sys Oper Analyst 3,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,06/30/2014,Y
OR0500,60670.62,07265,Info Sys Comm Analyst 3,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1980,06/30/2014,Y
CA0400,53684.8,10657,Training Mgr-MCC,Convention Center Authority,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1955,06/30/2014,Y
CA0100,25417.6,10672,Housekeeping-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,F,02,Black,1980,06/30/2014,N
ST0603,34613.18,10122,Office Support Rep 3,Water Services,Full Time,006,Administrative Support,M,02,Black,1980,06/21/2014,N
ST0603,34613.18,10122,Office Support Rep 3,Water Services,Full Time,006,Administrative Support,M,02,Black,1980,06/21/2014,N
OR0700,77782.57,07295,Engineer 2,Water Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1979,06/21/2014,Y
ET0101,32449.91,10407,Emer Telecommunications Off 1,Emergency Communication Center,Full Time,006,Administrative Support,F,02,Black,1964,08/15/2016,N
OR0900,95697.42,06863,Planning Mgr 2,Planning Commission,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1981,07/07/2014,Y
TG0702,35138.57,10837,Equipment Operator,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1970,07/08/2014,N
ST0702,17551.87,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1995,07/07/2014,N
RS0401,8320,09104,Seasonal Worker 2,Parks,Seasonal,008,Service Maintenance,F,02,Black,1998,07/04/2014,N
ST0501,29756.57,10121,Office Support Rep 2,Parks,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1981,07/11/2014,N
CA0200,29598.4,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,02,Black,1978,07/07/2014,N
CA0600,53040,10702,Security & Parking Mgr-MCC,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1972,07/07/2014,Y
ST0701,35387.03,10833,Customer Service Field Rep,Water Services,Full Time,008,Service Maintenance,M,02,Black,1982,07/07/2014,N
NS,40149.06,06505,Deputy Criminal Ct Clerk 4,Criminal Court Clerk,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1986,07/05/2014,N
CA0100,28745.6,10910,Parking Customer Srv Rep-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1979,09/29/2014,N
ET0301,42082.88,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1991,07/07/2014,N
ST0701,35387.03,07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1953,07/16/2014,N
ST0502,30748.42,07363,Police Operations Asst 2,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1993,07/18/2014,N
ST0501,29756.57,07363,Police Operations Asst 2,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1994,07/16/2014,N
ST1005,52680.51,07323,Librarian 2,Public Library,Full Time,002,Professionals,F,02,Black,1977,07/07/2014,Y
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1991,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1988,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,07/16/2014,N
PF0402,50487.02,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,07/16/2014,N
PF0402,49016.52,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,07/16/2014,N
PF0402,49016.52,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1991,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1991,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1991,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,07/16/2014,N
PF0402,49016.52,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,07/16/2014,N
PF0402,50487.02,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,07/16/2014,N
PF0401,50281.92,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,07/16/2014,N
PF0402,49016.52,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,07/16/2014,N
PF0402,49016.52,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1984,07/16/2014,N
PF0402,51957.51,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1991,07/16/2014,N
PF0401,48858.84,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,02,Black,1983,07/16/2014,N
OR0200,43485.61,07785,Info Systems App Tech 2,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1991,07/16/2014,N
OR0700,72000,06861,Planner 3,Planning Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1974,07/14/2014,Y
ST0801,38590,07731,Compliance Inspector 1,Public Works,Full Time,008,Service Maintenance,M,02,Black,1965,07/23/2014,N
TG0701,33608.73,10837,Equipment Operator,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1994,07/22/2014,N
TG0702,35138.57,10837,Equipment Operator,Public Works,Full Time,008,Service Maintenance,M,02,Black,1980,07/22/2014,N
OR0300,48032.92,07244,Admin Svcs Officer 3,Police,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1986,08/12/2014,N
CA0100,25459.2,10708,Ambassador 2-MCC,Convention Center Authority,Full Time,006,Administrative Support,M,02,Black,1981,07/21/2014,N
OR0100,38782.95,10473,Information Sys Media Tech 1,Public Library,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1988,07/21/2014,N
OR0700,71845.98,04855,Library Mgr 3,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1972,07/21/2014,Y
SP0100,9836.19,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1954,08/04/2014,N
TG0501,29999.25,10832,Custodian,Parks,Full Time,008,Service Maintenance,M,02,Black,1958,07/18/2014,N
ST0802,29906.76,00220,Specialized Skills Instr,Parks,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1972,07/18/2014,N
ST0601,32449.91,10122,Office Support Rep 3,Water Services,Full Time,006,Administrative Support,F,02,Black,1970,06/06/2015,N
NS,40149.06,06505,Deputy Criminal Ct Clerk 4,Criminal Court Clerk,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1990,07/28/2014,Y
OR0500,59085.44,10644,Nutritionist 4,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1980,07/19/2014,Y
OR0900,84661.94,10548,Animal Care & Control Manager,Health,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1980,07/29/2014,Y
SP0100,9836.19,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1953,08/04/2014,N
SP0100,9836.19,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1959,08/04/2014,N
ST0501,29756.57,07363,Police Operations Asst 2,Police,Full Time,006,Administrative Support,M,02,Black,1985,08/01/2014,N
SP0100,9836.19,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1949,08/04/2014,N
NS,34567.37,10816,Satellite position,Circuit Court Satellite,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1991,08/01/2014,N
MAC01A,25544.82,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1980,08/04/2014,N
CA0300,35401.6,10731,Engineering Tech 1-MCC,Convention Center Authority,Full Time,008,Service Maintenance,F,02,Black,1980,08/04/2014,N
TG1101,40803.77,03610,Plumber,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1973,08/02/2014,N
ST0801,38590,10124,Office Support Spec 2,Water Services,Full Time,006,Administrative Support,F,02,Black,1982,08/01/2014,N
TG0502,31313.97,10858,Water Maintenance Technician,Water Services,Full Time,008,Service Maintenance,M,02,Black,1959,08/04/2014,N
NS,30130,10314,Case Officer 1,State Trial Courts,Full Time,002,Professionals,M,02,Black,1990,08/04/2014,N
ST0601,32449.91,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1954,08/04/2014,N
OR0600,63676.53,10864,Assistant Public Defender 1,Public Defender,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1985,08/11/2014,Y
NS,33878.5,07378,Program Spec 1,State Trial Courts,Full Time,002,Professionals,F,02,Black,1992,08/11/2014,N
TG0503,32604.77,10848,Maintenance & Repair Worker,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1972,08/04/2014,N
ST0601,32449.91,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1977,08/14/2016,N
NS,1400,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1960,08/01/2014,N
ST0701,35387.03,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1989,08/25/2014,N
ST0701,35387.03,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1995,08/25/2014,N
ST0602,33531.54,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,02,Black,1981,08/25/2014,N
MAC01A,24281.2,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1981,07/11/2016,N
MAC08B,39551.59,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1991,08/18/2014,N
