Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1991,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1984,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1988,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1964,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,99,Unknown,1990,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1991,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,F,02,Black,1991,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,F,03,Hispanic,1991,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,04,Asian or Pacific Islander,1987,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1991,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1968,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1992,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,02,Black,1985,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,7/16/2015,N
PS0201,37382.84,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,7/16/2015,N
NS,30000,07379,Program Spec 2,Community Ed Commission,Full Time,002,Professionals,F,03,Hispanic,1990,7/27/2015,N
SR0801,36853.92,02670,Appraiser 2,Assessor of Property,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1964,7/21/2015,N
TG0701,32598.19,06827,Equip Operator 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1969,7/18/2015,N
NS,40572,00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,F,02,Black,1988,7/1/2015,Y
NS,24119.34,07314,Group Care Aide,State Trial Courts,Full Time,008,Service Maintenance,M,02,Black,1991,7/20/2015,N
SR0601,29752.84,10122,Office Support Rep 3,Public Library,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1991,7/19/2015,N
SR0601,29752.84,10122,Office Support Rep 3,Public Library,Seasonal,006,Administrative Support,F,02,Black,1967,7/19/2015,N
TG0801,34337.07,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1973,7/21/2015,N
SR1001,45086.06,07381,Program Supv,Public Library,Seasonal,002,Professionals,F,01,White (Not of Hispanic Origin),1973,7/19/2015,N
SR1000,45086.06,10151,Finance Officer 2,Finance,Full Time,002,Professionals,M,99,Unknown,1989,7/20/2015,Y
CA0400,35000,10684,Event Coord-MCC,Convention Center Authority,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1991,7/27/2015,Y
RP1001,9454.85,09102,Part Time Worker 3,Parks,Part Time,005,Para-Professional,F,04,Asian or Pacific Islander,1992,7/24/2015,N
SR0601,29752.84,10122,Office Support Rep 3,Assessor of Property,Full Time,006,Administrative Support,F,02,Black,1982,7/28/2015,N
NS,16640,09105,Seasonal Worker 3,Planning Commission,Seasonal,008,Service Maintenance,F,02,Black,1992,7/27/2015,N
,28017.81,07244,Admin Svcs Officer 3,Fire,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1954,5/13/2015,N
SR1300,73484.61,07234,Information Systems Advisor 1,Information Technology Service,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1955,10/15/1990,Y
CA1200,131809.6,10670,VP Sales and Mkting-Conv Ctr,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1962,6/30/1997,Y
SR1500,130682.82,10354,Exe Administrator Police/Fire,Fire,Full Time,001,Officials and Administrators,F,02,Black,1958,3/1/1995,Y
PS0610,74935.31,07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1965,10/16/1986,N
SR1009,57106.96,05923,Special Programs Coord,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1953,2/16/2001,Y
SR1500,128988.23,01339,Ct Admin,General Sessions Court,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1953,9/15/1986,Y
SR0908,50341.38,07260,Social Worker 2,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1959,12/1/1997,Y
SR1500,96500.96,10469,General Services Assistant Dir,General Services,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1959,4/4/1991,Y
SR1200,70915.71,03072,Medical Admin Asst 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1968,9/1/1994,Y
SR0910,25868.15,10647,PT Case Officers,Sheriff,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1954,3/23/2009,N
SR0809,46680.47,07375,Probation Officer 1,General Sessions Court,Full Time,002,Professionals,F,02,Black,1969,4/1/1997,N
SR1106,57921.11,07720,Admin Spec,District Attorney,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1971,3/1/1998,Y
SR0810,22993.15,00220,Specialized Skills Instr,Parks,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1957,9/8/1997,N
TG045M,32859.72,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1954,3/24/1978,N
NS,5000,00390,Asst District Attorney,District Attorney,Full Time,001,Officials and Administrators,F,03,Hispanic,1970,3/2/2015,N
SR0809,46680.47,07364,Police Operations Coord 2,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1967,2/1/1998,N
PS0710,84734.24,07355,Police Lieutenant,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1967,11/1/1991,N
PS0808,96346.97,00956,Police Captain,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1968,3/16/1992,Y
PS0610,77117.89,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1967,9/1/1992,N
SR0708,30685.2,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,02,Black,1971,5/30/2001,N
HD0300,59662.22,10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,8/25/2007,N
SR1400,81808.34,07407,Information Systems Advisor 2,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1973,5/1/2003,Y
SR1300,81729.01,05945,Special Asst To The Dir,Water Services,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1971,7/1/1998,Y
SR1000,58609.58,07733,Compliance Inspector 3,General Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1967,6/1/1997,N
SR0907,48980.83,10578,Sheriff Case Worker 2,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1962,3/27/1995,N
DP0100,96921.45,00660,Auditorium Mgr,Municipal Auditorium,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1955,11/1/1977,Y
PS0610,72752.73,07305,Fire Captain,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1963,2/1/1991,N
SR0810,47908.79,10124,Office Support Spec 2,Public Works,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1955,8/15/1986,N
NS,125453,05635,Trustee,Trustee,Elected,000,Elected Officials,M,01,White (Not of Hispanic Origin),1936,4/9/1993,Y
SR1500,103871.08,07762,Special Projects Mgr,Public Works,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1967,7/12/2010,Y
SR1400,91889.99,07159,Div Mgr-Sheriff,Sheriff,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1964,1/16/1992,Y
SR1400,102000,07159,Div Mgr-Sheriff,Sheriff,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1970,11/30/2015,Y
SR1300,78290.16,07242,Admin Svcs Mgr,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1953,2/1/1979,Y
PS0510,66064.72,07307,Fire Engineer,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1973,8/16/1994,N
SR070S,69208.48,07365,Police Operations Coord 1,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1968,6/16/1996,N
SR1010,58609.58,07244,Admin Svcs Officer 3,Municipal Auditorium,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1955,3/20/1978,N
SR0502,27480.89,10121,Office Support Rep 2,Parks,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1970,11/30/2000,N
SR1500,112877.01,07232,Juvenile Ct Referee 2,Juvenile Court,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1962,9/1/1998,Y
SR0907,48980.83,10103,Application Tech 3,Water Services,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1968,9/16/1989,N
SR0907,48980.83,10103,Application Tech 3,Water Services,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1964,12/16/1985,N
SR1010,29305.12,07254,Bldg Inspector 2,Codes Administration,Part Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1935,10/1/2004,N
NS,44361,06554,Deputy-Tax Accounting,Trustee,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1957,10/1/2002,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,1/16/1993,N
SR1400,86498.86,06232,Finance Mgr,Finance,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1961,7/8/2013,Y
DP0300,140970.97,01650,Pub Works Dir,Public Works,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1950,11/1/1995,Y
TL0705,41918.58,07325,Maint & Repair Leader 1,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,4/10/1981,N
SR0810,47908.79,07364,Police Operations Coord 2,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1952,8/18/1972,N
PS0606,67249.75,07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1973,1/16/1994,N
PS0610,72752.73,07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1955,4/27/1981,N
NS,14386.08,07381,Program Supv,District Attorney,Full Time,002,Professionals,F,02,Black,1949,8/6/1973,Y
NS,151718.13,04907,Sheriff,Sheriff,Elected,000,Elected Officials,M,01,White (Not of Hispanic Origin),1964,9/1/1994,Y
SR1300,74504.04,07242,Admin Svcs Mgr,Sheriff,Full Time,002,Professionals,M,02,Black,1966,5/1/1988,Y
SR1400,94074.92,10752,Facility Admin-DCSO,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1965,3/16/1989,Y
PS0410,59808.39,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,6/1/1984,N
PS0607,71185.83,07366,Police Sergeant,Police,Full Time,003,Technicians,M,02,Black,1964,11/1/1991,N
PS0410,59808.39,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1959,3/16/1988,N
SR0710,43119,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1957,1/16/1993,N
SR1006,52599.13,07244,Admin Svcs Officer 3,Sheriff,Full Time,002,Professionals,F,02,Black,1971,2/16/1995,N
SR0906,47620.28,10749,App Support Tech 1-DCSO,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1970,1/16/1992,N
SR1500,73290.98,07762,Special Projects Mgr,Finance,Part Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1939,1/31/2011,Y
SR0704,36483.46,10123,Office Support Spec 1,Social Services,Full Time,006,Administrative Support,F,02,Black,1963,1/2/2008,N
SR0810,47908.64,00220,Specialized Skills Instr,Parks,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1963,8/25/1986,N
SR1300,70402.18,07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1984,8/1/2015,Y
TG0901,36191.88,07402,Signal Tech 1,Public Works,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1962,8/1/2015,N
TG031M,25600,02799,Maint & Repair Worker 1,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1995,8/1/2015,N
PS0510,66064.72,07307,Fire Engineer,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1965,8/16/1994,N
PS0410,61602.64,07423,Fire/Emt Dispatcher,Emergency Communication Center,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1958,1/16/1996,N
TG1105,46115.07,01880,Equip Mechanic,General Services,Full Time,007,Skilled Craft Workers,M,02,Black,1963,4/19/1993,N
PS0710,82336.1,01686,Fire District Chief,Fire,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1963,9/1/1986,Y
SR1104,26213.99,07756,Technical Specialist 1,District Attorney,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1952,1/1/2012,Y
TL1405,57383.02,07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1950,7/14/1986,N
SR0907,48980.83,07241,Admin Asst,General Sessions Court,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1967,3/2/1992,N
SR0710,43119,10123,Office Support Spec 1,Fire,Full Time,006,Administrative Support,F,02,Black,1963,4/1/1987,N
SR1400,107286,06531,Human Resources Mgr,Water Services,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1948,9/10/1991,Y
SR1200,67462.5,07377,Program Mgr 2,Public Works,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1956,7/16/1981,Y
PS0510,66064.72,07307,Fire Engineer,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1957,2/1/1991,N
TG1305,50149.27,10118,Master Tech,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1954,12/11/1995,N
SR0905,46259.74,10119,Office Support Mgr,Social Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1972,5/28/1996,N
SR1500,128345.36,07420,Water Svcs Asst Dir,Water Services,Full Time,001,Officials and Administrators,M,03,Hispanic,1965,6/16/1990,Y
SR1110,64539.17,07376,Program Mgr 1,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,10/16/1991,Y
PD0200,119475.4,07205,Deputy Public Defender,Public Defender,Full Time,001,Officials and Administrators,F,02,Black,1957,2/15/1986,Y
PS0808,96346.97,00956,Police Captain,Police,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1969,11/1/1991,Y
SR1007,54101.74,07244,Admin Svcs Officer 3,Assessor of Property,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1964,2/1/1991,N
PS0610,77117.89,07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1955,4/1/1986,N
PS0410,59808.39,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,04,Asian or Pacific Islander,1973,8/1/1998,N
NS,43999.49,07762,Special Projects Mgr,State Fair Board,Part Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1948,11/1/2009,Y
SR100X,33401.16,07244,Admin Svcs Officer 3,Sheriff,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1957,6/25/2013,N
NS,9999.05,09020,Seasonal/Part-time/Temporary,District Attorney,Part Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1959,9/1/2014,N
SR1200,70915.71,07245,Admin Svcs Officer 4,Public Library,Full Time,002,Professionals,F,02,Black,1959,8/1/1996,Y
SR1300,68940.65,04855,Library Mgr 3,Public Library,Full Time,002,Professionals,F,02,Black,1966,6/16/1998,Y
TG1105,46115.07,06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1953,10/1/1980,N
SR0202,7579.94,05070,Library Page,Public Library,Seasonal,006,Administrative Support,M,04,Asian or Pacific Islander,1999,8/2/2015,N
SR0401,23691.03,02900,Circulation Asst 1,Public Library,Seasonal,006,Administrative Support,F,01,White (Not of Hispanic Origin),1966,8/2/2015,N
SR0201,9468.37,05070,Library Page,Public Library,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1954,8/2/2015,N
PS0602,61299.07,07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1967,7/1/2012,N
PS0410,63396.89,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,8/16/1993,N
NS,63000,10605,Executive Dir-Community Ed Com,Community Ed Commission,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1988,8/5/2015,Y
NS,10000,04406,Sr Asst District Attorney,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1953,1/1/1996,Y
SR0810,47908.79,07243,Admin Svcs Officer 2,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1976,4/22/1996,N
SR1104,54612.08,07720,Admin Spec,Fire,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1961,10/25/1982,N
SP0101,9259.61,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1944,8/3/2015,N
SP0101,9259.61,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1948,8/3/2015,N
SP0101,9259.61,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1942,8/3/2015,N
SP0101,9259.61,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1950,8/3/2015,N
SP0101,9259.61,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1958,8/3/2015,N
SR1500,124254.75,07762,Special Projects Mgr,Water Services,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1959,4/1/1986,Y
NS,75000,10300,Executive Assistant,Mayor's Office,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1960,10/1/1991,N
SP0101,9259.61,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1952,8/3/2015,N
SR0800,36853.92,10150,Finance Officer 1,Finance,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1988,8/3/2015,N
SR1400,97665.26,06531,Human Resources Mgr,General Sessions Court,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1963,1/2/1986,Y
SR1500,117098.91,10354,Exe Administrator Police/Fire,Police,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1959,5/16/1992,Y
SR0810,47908.79,04949,Social Worker 1,District Attorney,Full Time,002,Professionals,F,02,Black,1960,8/24/1987,Y
NS,78000,10557,Special Counsel,Metropolitan Council,Part Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1944,3/16/1977,Y
SR0601,29752.84,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,02,Black,1994,8/17/2015,N
SR0601,29752.84,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,02,Black,1990,8/17/2015,N
SR0601,29752.84,10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1991,8/17/2015,N
SR0601,29752.84,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,02,Black,1996,8/17/2015,N
SR0601,29752.84,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,02,Black,1979,8/17/2015,N
SR0501,5112,10121,Office Support Rep 2,Sheriff,Intern / Student,006,Administrative Support,M,02,Black,1987,8/19/2015,N
MAC10A,57107.21,10773,Operations/Fleet Main Mgr-MAC,Metro Action Commission,Full Time,008,Service Maintenance,M,02,Black,1970,10/29/1990,Y
SR1400,45657.04,06606,Engineer 3,Public Works,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1946,3/30/2015,Y
TS0805,53882.07,07327,Maint & Repair Supv,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1962,12/1/2001,Y
SR1300,79314.26,10743,Health Manager 2,Health,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1973,2/1/1996,Y
SR1200,70915.71,06882,Police Crisis Counseling Supv,Police,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1955,12/1/1985,Y
DP0100,90000,01945,Historical Commission Exec Dir,Historical Commission,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1961,10/16/1996,Y
SR1500,93743.8,10386,Bureau Director,Health,Full Time,001,Officials and Administrators,F,02,Black,1954,10/31/2009,Y
NS,20000,04406,Sr Asst District Attorney,District Attorney,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1946,7/1/1982,Y
CA0400,35000,10684,Event Coord-MCC,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1987,8/10/2015,Y
DP0200,141299.33,01680,Social Svcs Dir,Social Services,Full Time,001,Officials and Administrators,F,02,Black,1963,5/16/2005,Y
SR1200,70371.12,07245,Admin Svcs Officer 4,Fire,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1964,6/16/1988,Y
PS0607,67156.44,07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1954,4/16/1976,N
SR1006,52599.13,04710,Probation Officer 2,General Sessions Court,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1962,6/1/1991,N
SR1010,58609.58,04710,Probation Officer 2,General Sessions Court,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1967,8/1/1991,N
JS0300,62037.73,07791,Judicial Asst 2,General Sessions Court,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1968,8/16/1994,Y
SR1200,65593.94,05495,Probation Officer 3,General Sessions Court,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1962,5/16/1985,Y
PS0900,116477.45,07702,Police Commander,Police,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1963,10/1/1988,Y
SR0809,46680.47,10124,Office Support Spec 2,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1963,6/1/1993,N
SR1300,78461.87,07234,Information Systems Advisor 1,General Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1958,4/16/1998,Y
SR0909,51701.93,10103,Application Tech 3,General Services,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1960,11/1/1982,N
SR1500,107829.93,07232,Juvenile Ct Referee 2,Juvenile Court,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1961,10/1/1998,Y
MAC08B,38362.36,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1989,8/10/2015,N
MAC11A,53000,10789,Early Childhood Ctr Mgr-MAC,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1966,8/10/2015,N
SR1300,82357.82,07242,Admin Svcs Mgr,Water Services,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1970,5/23/1988,Y
SR1300,34512.69,07242,Admin Svcs Mgr,Water Services,Part Time,001,Officials and Administrators,F,02,Black,1954,9/16/1986,Y
SR0810,47908.79,10124,Office Support Spec 2,Water Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1952,1/16/1985,N
SR0601,29752.84,07405,Social Work Tech,Juvenile Court,Full Time,005,Para-Professional,F,02,Black,1964,7/1/1997,N
PS0410,59808.39,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1951,1/16/1981,N
TG0805,40063.78,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1964,6/24/1985,N
TL0905,46323.74,07326,Maint & Repair Leader 2,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1958,3/2/1992,N
SR1200,66158.46,07757,Technical Specialist 2,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1959,1/1/1994,Y
PS0900,99832.72,10712,Fire Commander,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,12/1/1985,Y
CA0900,73340.8,06763,Cvn Ctr Sales Mgr,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1958,8/14/2006,Y
SR1300,86823.32,06247,Parks & Recreation Supt,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1949,1/16/1996,Y
NS,0,09020,Seasonal/Part-time/Temporary,General Sessions Court,Part Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1942,3/21/2013,Y
SR1400,113164.34,06606,Engineer 3,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,12/16/1999,Y
SR1009,57106.96,10751,Complliance Officer-DCSO,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1960,11/1/1984,N
NS,28572.49,10576,Sheriff Chaplain,Sheriff,Part Time,002,Professionals,M,02,Black,1952,11/17/2008,N
SR1003,48091.29,04710,Probation Officer 2,Juvenile Court,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1966,8/1/2002,N
SR0908,50341.38,10127,Park Police 2,Parks,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1957,1/17/1992,N
SR0908,50341.38,10127,Park Police 2,Parks,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1957,11/13/1992,N
DP0100,95000,01980,Fair Director,State Fair Board,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1944,3/11/2008,Y
SR1000,21982.51,07244,Admin Svcs Officer 3,Fire,Part Time,006,Administrative Support,M,02,Black,1936,3/16/2014,N
TS0804,51911.33,10169,Water Maint Supv,Water Services,Full Time,008,Service Maintenance,M,02,Black,1959,1/29/1979,Y
SR0808,45452.15,10124,Office Support Spec 2,Water Services,Full Time,006,Administrative Support,F,02,Black,1960,10/16/1988,N
